node_id,node_type,degree,call_count,transaction_count
ACC_0080,account,6,0,5
ACC_0081,account,11,0,9
ACC_0082,account,7,0,7
ACC_0083,account,7,0,7
ACC_0084,account,10,0,9
ACC_0085,account,6,0,5
ACC_0086,account,8,0,6
ACC_0087,account,7,0,7
ACC_0088,account,5,0,4
ACC_0089,account,7,0,7
ACC_0090,account,4,0,4
ACC_0091,account,2,0,1
ACC_0092,account,13,0,9
ACC_0093,account,5,0,5
ACC_0094,account,2,0,2
ACC_0095,account,9,0,9
ACC_0096,account,7,0,6
ACC_0097,account,8,0,7
ACC_0098,account,8,0,7
ACC_0099,account,6,0,5
ACC_0100,account,7,0,6
ACC_0101,account,6,0,2
ACC_0102,account,6,0,5
ACC_0103,account,8,0,7
ACC_0104,account,12,0,10
ACC_0105,account,3,0,3
ACC_0106,account,10,0,9
ACC_0107,account,10,0,8
ACC_0108,account,11,0,11
ACC_0109,account,13,0,12
ACC_0110,account,9,0,8
ACC_0111,account,6,0,6
ACC_0112,account,6,0,6
ACC_0113,account,6,0,6
ACC_0114,account,14,0,11
ACC_0115,account,14,0,11
ACC_0116,account,6,0,5
ACC_0117,account,11,0,8
ACC_0118,account,5,0,5
ACC_0119,account,5,0,3
ACC_0120,account,9,0,8
ACC_0121,account,9,0,7
ACC_0122,account,11,0,10
ACC_0123,account,8,0,7
ACC_0124,account,6,0,5
ACC_0125,account,13,0,12
ACC_0126,account,12,0,8
ACC_0127,account,8,0,7
ACC_0128,account,13,0,12
ACC_0129,account,7,0,6
ACC_0130,account,15,0,15
ACC_0131,account,10,0,7
ACC_0132,account,7,0,5
ACC_0133,account,10,0,7
ACC_0134,account,9,0,7
ACC_0135,account,8,0,8
ACC_0136,account,10,0,8
ACC_0137,account,11,0,8
ACC_0138,account,9,0,7
ACC_0139,account,8,0,8
ACC_0140,account,5,0,5
ACC_0141,account,7,0,6
ACC_0142,account,9,0,7
ACC_0143,account,4,0,4
ACC_0144,account,7,0,7
ACC_0145,account,10,0,10
ACC_0146,account,5,0,5
ACC_0147,account,14,0,10
ACC_0148,account,9,0,6
ACC_0149,account,6,0,4
ACC_0150,account,11,0,9
ACC_0151,account,12,0,10
ACC_0152,account,5,0,4
ACC_0153,account,7,0,6
ACC_0154,account,7,0,6
ACC_0155,account,8,0,7
ACC_0156,account,8,0,5
ACC_0157,account,9,0,8
ACC_0158,account,7,0,5
ACC_0159,account,7,0,6
ACC_0160,account,5,0,4
ACC_0161,account,6,0,5
ACC_0162,account,7,0,6
ACC_0163,account,8,0,6
ACC_0164,account,8,0,6
ACC_0165,account,12,0,9
ACC_0166,account,11,0,8
ACC_0167,account,7,0,5
ACC_0168,account,6,0,5
ACC_0169,account,6,0,6
ACC_0170,account,5,0,3
ACC_0171,account,11,0,8
ACC_0172,account,9,0,8
ACC_0173,account,5,0,4
ACC_0174,account,7,0,6
ACC_0175,account,7,0,7
ACC_0176,account,6,0,4
ACC_0177,account,7,0,5
ACC_0178,account,14,0,13
ACC_0179,account,8,0,8
ACC_0180,account,6,0,5
ACC_0181,account,7,0,6
ACC_0182,account,9,0,6
ACC_0183,account,5,0,4
ACC_0184,account,6,0,6
ACC_0185,account,6,0,6
ACC_0186,account,9,0,9
ACC_0187,account,10,0,9
ACC_0188,account,4,0,4
ACC_0189,account,8,0,7
ACC_0190,account,5,0,4
ACC_0191,account,9,0,9
ACC_0192,account,9,0,5
ACC_0193,account,9,0,5
ACC_0194,account,11,0,9
ACC_0195,account,5,0,3
ACC_0196,account,6,0,4
ACC_0197,account,11,0,7
ACC_0198,account,6,0,6
ACC_0199,account,8,0,7
ACC_0200,account,11,0,11
ACC_0201,account,9,0,8
ACC_0202,account,11,0,9
ACC_0203,account,8,0,8
ACC_0204,account,12,0,11
ACC_0205,account,6,0,5
ACC_0206,account,8,0,6
ACC_0207,account,6,0,6
ACC_0208,account,11,0,9
ACC_0209,account,6,0,6
ACC_0210,account,8,0,6
ACC_0211,account,8,0,5
ACC_0212,account,13,0,7
ACC_0213,account,7,0,5
ACC_0214,account,6,0,4
ACC_0215,account,7,0,6
ACC_0216,account,7,0,7
ACC_0217,account,5,0,4
ACC_0218,account,9,0,7
ACC_0219,account,7,0,5
ACC_0220,account,9,0,7
ACC_0221,account,8,0,6
ACC_0222,account,4,0,4
ACC_0223,account,9,0,9
ACC_0224,account,11,0,11
ACC_0225,account,7,0,6
ACC_0226,account,10,0,7
ACC_0227,account,6,0,6
ACC_0228,account,9,0,7
ACC_0229,account,6,0,4
ACC_0230,account,9,0,9
ACC_0231,account,4,0,4
ACC_0232,account,3,0,3
ACC_0233,account,7,0,6
ACC_0234,account,14,0,11
ACC_0235,account,16,0,15
ACC_0236,account,5,0,3
ACC_0237,account,6,0,5
ACC_0238,account,6,0,4
ACC_0239,account,7,0,6
ACC_0240,account,9,0,9
ACC_0241,account,9,0,8
ACC_0242,account,6,0,3
ACC_0243,account,4,0,4
ACC_0244,account,7,0,4
ACC_0245,account,8,0,8
ACC_0246,account,8,0,7
ACC_0247,account,8,0,5
ACC_0248,account,11,0,11
ACC_0249,account,16,0,13
ACC_0250,account,9,0,8
ACC_0251,account,10,0,8
ACC_0252,account,7,0,7
ACC_0253,account,13,0,9
ACC_0254,account,5,0,5
ACC_0255,account,11,0,10
ACC_0256,account,4,0,3
ACC_0257,account,8,0,6
ACC_0258,account,9,0,9
ACC_0259,account,6,0,4
ACC_0260,account,8,0,5
ACC_0261,account,9,0,6
ACC_0262,account,10,0,10
ACC_0263,account,7,0,6
ACC_0264,account,8,0,6
ACC_0265,account,8,0,8
ACC_0266,account,10,0,8
ACC_0267,account,8,0,7
ACC_0268,account,10,0,9
ACC_0269,account,14,0,14
ACC_0270,account,5,0,5
ACC_0271,account,7,0,7
ACC_0272,account,8,0,7
ACC_0273,account,11,0,10
ACC_0274,account,9,0,7
ACC_0275,account,11,0,10
ACC_0276,account,9,0,8
ACC_0277,account,10,0,10
ACC_0278,account,5,0,3
ACC_0279,account,10,0,9
ACC_0280,account,12,0,9
ACC_0281,account,7,0,7
ACC_0282,account,8,0,8
ACC_0283,account,4,0,3
ACC_0284,account,12,0,10
ACC_0285,account,10,0,7
ACC_0286,account,9,0,8
ACC_0287,account,11,0,7
ACC_0288,account,13,0,9
ACC_0289,account,9,0,8
ACC_0290,account,10,0,6
ACC_0291,account,13,0,11
ACC_0292,account,5,0,5
ACC_0293,account,10,0,8
ACC_0294,account,7,0,7
ACC_0295,account,4,0,3
ACC_0296,account,9,0,8
ACC_0297,account,12,0,9
ACC_0298,account,10,0,9
ACC_0299,account,9,0,6
ACC_0300,account,10,0,8
ACC_0301,account,6,0,6
ACC_0302,account,10,0,6
ACC_0303,account,9,0,9
ACC_0304,account,8,0,8
ACC_0305,account,10,0,9
ACC_0306,account,8,0,7
ACC_0307,account,10,0,10
ACC_0308,account,9,0,8
ACC_0309,account,6,0,5
ACC_0310,account,8,0,8
ACC_0311,account,11,0,8
ACC_0312,account,12,0,10
ACC_0313,account,8,0,6
ACC_0314,account,8,0,7
ACC_0315,account,5,0,5
ACC_0316,account,12,0,10
ACC_0317,account,10,0,7
ACC_0318,account,13,0,12
ACC_0319,account,11,0,8
ACC_0320,account,10,0,8
ACC_0321,account,6,0,5
ACC_0322,account,8,0,7
ACC_0323,account,9,0,7
ACC_0324,account,5,0,5
ACC_0325,account,5,0,4
ACC_0326,account,7,0,5
ACC_0327,account,6,0,5
ACC_0328,account,11,0,7
ACC_0329,account,5,0,5
ACC_0330,account,10,0,9
ACC_0331,account,12,0,7
ACC_0332,account,8,0,8
ACC_0333,account,7,0,7
ACC_0334,account,10,0,10
ACC_0335,account,1,0,1
ACC_0336,account,6,0,5
ACC_0337,account,5,0,5
ACC_0338,account,6,0,3
ACC_0339,account,10,0,9
ACC_0340,account,7,0,7
ACC_0341,account,5,0,5
ACC_0342,account,3,0,2
ACC_0343,account,4,0,3
ACC_0344,account,8,0,3
ACC_0345,account,7,0,6
ACC_0346,account,7,0,7
ACC_0347,account,9,0,7
ACC_0348,account,7,0,6
ACC_0349,account,6,0,5
ACC_0350,account,7,0,3
ACC_0351,account,3,0,3
ACC_0352,account,4,0,4
ACC_0353,account,9,0,9
ACC_0354,account,7,0,4
ACC_0355,account,13,0,12
ACC_0356,account,4,0,2
ACC_0357,account,7,0,6
ACC_0358,account,9,0,9
ACC_0359,account,9,0,8
ACC_0360,account,5,0,4
ACC_0361,account,13,0,11
ACC_0362,account,4,0,3
ACC_0363,account,9,0,7
ACC_0364,account,4,0,2
ACC_0365,account,9,0,9
ACC_0366,account,5,0,5
ACC_0367,account,6,0,6
ACC_0368,account,6,0,5
ACC_0369,account,4,0,3
ACC_0370,account,11,0,8
ACC_0371,account,11,0,9
ACC_0372,account,5,0,3
ACC_0373,account,8,0,7
ACC_0374,account,10,0,10
ACC_0375,account,11,0,11
ACC_0376,account,5,0,4
ACC_0377,account,11,0,8
ACC_0378,account,8,0,7
ACC_0379,account,11,0,7
ACC_0380,account,11,0,10
ACC_0381,account,14,0,13
ACC_0382,account,10,0,8
ACC_0383,account,9,0,8
ACC_0384,account,5,0,4
ACC_0385,account,7,0,5
ACC_0386,account,11,0,10
ACC_0387,account,11,0,11
ACC_0388,account,9,0,9
ACC_0389,account,9,0,8
ACC_0390,account,7,0,7
ACC_0391,account,6,0,5
ACC_0392,account,5,0,5
ACC_0393,account,8,0,7
ACC_0394,account,9,0,8
ACC_0395,account,8,0,7
ACC_0396,account,11,0,10
ACC_0397,account,10,0,8
ACC_0398,account,9,0,8
ACC_0399,account,5,0,5
ACC_0400,account,7,0,7
ACC_0401,account,4,0,3
ACC_0402,account,9,0,4
ACC_0403,account,7,0,4
ACC_0404,account,11,0,11
ACC_0405,account,5,0,5
ACC_0406,account,8,0,8
ACC_0407,account,9,0,6
ACC_0408,account,14,0,13
ACC_0409,account,7,0,7
ACC_0410,account,9,0,8
ACC_0411,account,6,0,4
ACC_0412,account,9,0,9
ACC_0413,account,7,0,4
ACC_0414,account,13,0,13
ACC_0415,account,4,0,4
ACC_0416,account,13,0,12
ACC_0417,account,6,0,5
ACC_0418,account,9,0,9
ACC_0419,account,15,0,13
ACC_0420,account,6,0,5
ACC_0421,account,9,0,7
ACC_0422,account,7,0,7
ACC_0423,account,3,0,3
ACC_0424,account,4,0,4
ACC_0425,account,5,0,3
ACC_0426,account,5,0,4
ACC_0427,account,10,0,4
ACC_0428,account,8,0,8
ACC_0429,account,9,0,9
ACC_0430,account,11,0,9
ACC_0431,account,4,0,3
ACC_0432,account,7,0,6
ACC_0433,account,7,0,5
ACC_0434,account,8,0,7
ACC_0435,account,11,0,11
ACC_0436,account,8,0,7
ACC_0437,account,9,0,6
ACC_0438,account,6,0,5
ACC_0439,account,5,0,5
ACC_0440,account,13,0,13
ACC_0441,account,13,0,7
ACC_0442,account,7,0,7
ACC_0443,account,4,0,2
ACC_0444,account,8,0,6
ACC_0445,account,9,0,7
ACC_0446,account,4,0,4
ACC_0447,account,16,0,13
ACC_0448,account,7,0,6
ACC_0449,account,14,0,11
ACC_0450,account,9,0,8
ACC_0451,account,6,0,5
ACC_0452,account,9,0,7
ACC_0453,account,7,0,5
ACC_0454,account,6,0,5
ACC_0455,account,10,0,10
ACC_0456,account,8,0,7
ACC_0457,account,14,0,14
ACC_0458,account,6,0,4
ACC_0459,account,8,0,7
ACC_0460,account,12,0,12
ACC_0461,account,7,0,6
ACC_0462,account,2,0,1
ACC_0463,account,7,0,5
ACC_0464,account,8,0,7
ACC_0465,account,9,0,7
ACC_0466,account,13,0,12
ACC_0467,account,7,0,4
ACC_0468,account,9,0,9
ACC_0469,account,5,0,4
ACC_0470,account,11,0,10
ACC_0471,account,2,0,2
ACC_0472,account,5,0,5
ACC_0473,account,4,0,4
ACC_0474,account,10,0,10
ACC_0475,account,9,0,8
ACC_0476,account,17,0,15
ACC_0477,account,11,0,8
ACC_0478,account,5,0,5
ACC_0479,account,4,0,2
ACC_0480,account,6,0,6
ACC_0481,account,11,0,9
ACC_0482,account,3,0,3
ACC_0483,account,5,0,5
ACC_0484,account,12,0,11
ACC_0485,account,9,0,8
ACC_0486,account,6,0,6
ACC_0487,account,1,0,0
ACC_0488,account,9,0,8
ACC_0489,account,4,0,4
ACC_0490,account,6,0,5
ACC_0491,account,8,0,7
ACC_0492,account,8,0,7
ACC_0493,account,6,0,3
ACC_0494,account,10,0,9
ACC_0495,account,6,0,5
ACC_0496,account,9,0,7
ACC_0497,account,13,0,8
ACC_0498,account,2,0,1
ACC_0499,account,8,0,5
ACC_0500,account,15,0,11
ACC_0501,account,7,0,3
ACC_0502,account,6,0,6
ACC_0503,account,4,0,3
ACC_0504,account,8,0,7
ACC_0505,account,7,0,6
ACC_0506,account,9,0,7
ACC_0507,account,7,0,5
ACC_0508,account,8,0,8
ACC_0509,account,8,0,8
ACC_0510,account,4,0,4
ACC_0511,account,9,0,7
ACC_0512,account,12,0,11
ACC_0513,account,5,0,5
ACC_0514,account,8,0,7
ACC_0515,account,5,0,5
ACC_0516,account,7,0,6
ACC_0517,account,8,0,8
ACC_0518,account,6,0,6
ACC_0519,account,5,0,3
ACC_0520,account,9,0,7
ACC_0521,account,11,0,7
ACC_0522,account,1,0,0
ACC_0523,account,6,0,5
ACC_0524,account,15,0,14
ACC_0525,account,4,0,3
ACC_0526,account,8,0,6
ACC_0527,account,4,0,3
ACC_0528,account,4,0,4
ACC_0529,account,11,0,8
ACC_0530,account,9,0,8
ACC_0531,account,6,0,5
ACC_0532,account,10,0,8
ACC_0533,account,7,0,6
ACC_0534,account,9,0,7
ACC_0535,account,14,0,12
ACC_0536,account,4,0,3
ACC_0537,account,9,0,8
ACC_0538,account,9,0,7
ACC_0539,account,12,0,11
ACC_0540,account,7,0,6
ACC_0541,account,9,0,9
ACC_0542,account,6,0,5
ACC_0543,account,6,0,3
ACC_0544,account,8,0,7
ACC_0545,account,6,0,6
ACC_0546,account,10,0,9
ACC_0547,account,4,0,3
ACC_0548,account,10,0,8
ACC_0549,account,7,0,5
ACC_0550,account,9,0,9
ACC_0551,account,8,0,7
ACC_0552,account,8,0,7
ACC_0553,account,5,0,5
ACC_0554,account,7,0,7
ACC_0555,account,5,0,5
ACC_0556,account,11,0,10
ACC_0557,account,9,0,9
ACC_0558,account,7,0,4
ACC_0559,account,8,0,6
ACC_0560,account,14,0,13
ACC_0561,account,9,0,7
ACC_0562,account,13,0,11
ACC_0563,account,11,0,7
ACC_0564,account,6,0,6
ACC_0565,account,6,0,6
ACC_0566,account,6,0,6
ACC_0567,account,4,0,3
ACC_0568,account,4,0,3
ACC_0569,account,2,0,2
ACC_0570,account,6,0,5
ACC_0571,account,7,0,7
ACC_0572,account,5,0,5
ACC_0573,account,16,0,14
ACC_0574,account,9,0,6
ACC_0575,account,5,0,5
ACC_0576,account,6,0,5
ACC_0577,account,9,0,8
ACC_0578,account,10,0,7
ACC_0579,account,7,0,5
ACC_0580,account,11,0,11
ACC_0581,account,7,0,4
ACC_0582,account,9,0,8
ACC_0583,account,6,0,6
ACC_0584,account,8,0,7
ACC_0585,account,5,0,2
ACC_0586,account,9,0,7
ACC_0587,account,6,0,4
ACC_0588,account,13,0,10
ACC_0589,account,7,0,7
ACC_0590,account,10,0,6
ACC_0591,account,9,0,8
ACC_0592,account,11,0,10
ACC_0593,account,6,0,3
ACC_0594,account,5,0,5
ACC_0595,account,5,0,5
ACC_0596,account,12,0,12
ACC_0597,account,4,0,3
ACC_0598,account,12,0,9
ACC_0599,account,7,0,6
ACC_0600,account,6,0,4
ACC_0601,account,11,0,11
ACC_0602,account,9,0,8
ACC_0603,account,3,0,2
ACC_0604,account,8,0,7
ACC_0605,account,7,0,7
ACC_0606,account,12,0,7
ACC_0607,account,9,0,7
ACC_0608,account,6,0,4
ACC_0609,account,12,0,11
ACC_0610,account,7,0,5
ACC_0611,account,4,0,1
ACC_0612,account,11,0,10
ACC_0613,account,9,0,8
ACC_0614,account,15,0,14
ACC_0615,account,12,0,11
ACC_0616,account,9,0,7
ACC_0617,account,10,0,9
ACC_0618,account,10,0,7
ACC_0619,account,3,0,2
ACC_0620,account,5,0,3
ACC_0621,account,2,0,2
ACC_0622,account,7,0,7
ACC_0623,account,6,0,5
ACC_0624,account,7,0,6
ACC_0625,account,7,0,7
ACC_0626,account,7,0,4
ACC_0627,account,4,0,4
ACC_0628,account,4,0,4
ACC_0629,account,8,0,8
ACC_0630,account,7,0,6
ACC_0631,account,13,0,8
ACC_0632,account,12,0,7
ACC_0633,account,8,0,7
ACC_0634,account,9,0,8
ACC_0635,account,7,0,6
ACC_0636,account,9,0,8
ACC_0637,account,7,0,6
ACC_0638,account,8,0,7
ACC_0639,account,12,0,8
ACC_0640,account,12,0,12
ACC_0641,account,8,0,7
ACC_0642,account,8,0,7
ACC_0643,account,5,0,5
ACC_0644,account,7,0,4
ACC_0645,account,8,0,6
ACC_0646,account,8,0,8
ACC_0647,account,6,0,4
ACC_0648,account,11,0,9
ACC_0649,account,7,0,6
ACC_0650,account,8,0,7
ACC_0651,account,6,0,6
ACC_0652,account,7,0,2
ACC_0653,account,6,0,6
ACC_0654,account,13,0,9
ACC_0655,account,10,0,8
ACC_0656,account,6,0,6
ACC_0657,account,8,0,7
ACC_0658,account,6,0,6
ACC_0659,account,3,0,3
ACC_0660,account,6,0,4
ACC_0661,account,12,0,11
ACC_0662,account,7,0,5
ACC_0663,account,7,0,7
ACC_0664,account,5,0,4
ACC_0665,account,9,0,8
ACC_0666,account,4,0,4
ACC_0667,account,7,0,6
ACC_0668,account,10,0,9
ACC_0669,account,5,0,4
ACC_0670,account,5,0,3
ACC_0671,account,7,0,4
ACC_0672,account,5,0,5
ACC_0673,account,5,0,4
ACC_0674,account,9,0,8
ACC_0675,account,6,0,6
ACC_0676,account,6,0,4
ACC_0677,account,8,0,6
ACC_0678,account,7,0,7
ACC_0679,account,16,0,13
ACC_0680,account,6,0,6
ACC_0681,account,2,0,2
ACC_0682,account,6,0,5
ACC_0683,account,11,0,10
ACC_0684,account,6,0,4
ACC_0685,account,6,0,6
ACC_0686,account,7,0,4
ACC_0687,account,12,0,7
ACC_0688,account,10,0,8
ACC_0689,account,9,0,7
ACC_0690,account,9,0,8
ACC_0691,account,7,0,5
ACC_0692,account,5,0,5
ACC_0693,account,5,0,5
ACC_0694,account,10,0,10
ACC_0695,account,5,0,5
ACC_0696,account,4,0,4
ACC_0697,account,7,0,5
ACC_0698,account,6,0,5
ACC_0699,account,7,0,5
ACC_0700,account,8,0,7
ACC_0701,account,6,0,5
ACC_0702,account,4,0,3
ACC_0703,account,5,0,5
ACC_0704,account,9,0,7
ACC_0705,account,14,0,12
ACC_0706,account,13,0,8
ACC_0707,account,4,0,4
ACC_0708,account,8,0,7
ACC_0709,account,8,0,8
ACC_0710,account,4,0,3
ACC_0711,account,6,0,6
ACC_0712,account,7,0,6
ACC_0713,account,8,0,6
ACC_0714,account,6,0,5
ACC_0715,account,5,0,5
ACC_0716,account,9,0,8
ACC_0717,account,4,0,4
ACC_0718,account,11,0,11
ACC_0719,account,6,0,4
ACC_0720,account,3,0,3
ACC_0721,account,7,0,7
ACC_0722,account,7,0,5
ACC_0723,account,5,0,5
ACC_0724,account,7,0,6
ACC_0725,account,6,0,3
ACC_0726,account,10,0,7
ACC_0727,account,5,0,5
ACC_0728,account,9,0,9
ACC_0729,account,6,0,4
ACC_0730,account,7,0,5
ACC_0731,account,4,0,4
ACC_0732,account,7,0,5
ACC_0733,account,9,0,8
ACC_0734,account,13,0,11
ACC_0735,account,8,0,5
ACC_0736,account,6,0,6
ACC_0737,account,9,0,9
ACC_0738,account,8,0,8
ACC_0739,account,7,0,6
ACC_0740,account,5,0,4
ACC_0741,account,11,0,8
ACC_0742,account,6,0,5
ACC_0743,account,12,0,10
ACC_0744,account,3,0,3
ACC_0745,account,9,0,9
ACC_0746,account,11,0,11
ACC_0747,account,9,0,8
ACC_0748,account,12,0,9
ACC_0749,account,10,0,9
ACC_0750,account,8,0,7
ACC_0751,account,5,0,5
ACC_0752,account,9,0,8
ACC_0753,account,8,0,6
ACC_0754,account,8,0,8
ACC_0755,account,5,0,4
ACC_0756,account,4,0,2
ACC_0757,account,4,0,4
ACC_0758,account,12,0,10
ACC_0759,account,5,0,5
ACC_0760,account,7,0,5
ACC_0761,account,10,0,7
ACC_0762,account,9,0,9
ACC_0763,account,6,0,5
ACC_0764,account,7,0,6
ACC_0765,account,5,0,3
ACC_0766,account,7,0,6
ACC_0767,account,7,0,7
ACC_0768,account,7,0,6
ACC_0769,account,8,0,8
ACC_0770,account,10,0,10
ACC_0771,account,7,0,7
ACC_0772,account,10,0,8
ACC_0773,account,8,0,5
ACC_0774,account,10,0,8
ACC_0775,account,6,0,5
ACC_0776,account,10,0,7
ACC_0777,account,2,0,2
ACC_0778,account,8,0,7
ACC_0779,account,9,0,7
ACC_0780,account,12,0,11
ACC_0781,account,7,0,7
ACC_0782,account,6,0,3
ACC_0783,account,7,0,7
ACC_0784,account,4,0,3
ACC_0785,account,13,0,12
ACC_0786,account,6,0,3
ACC_0787,account,11,0,8
ACC_0788,account,9,0,8
ACC_0789,account,6,0,5
ACC_0790,account,11,0,8
ACC_0791,account,4,0,3
ACC_0792,account,14,0,12
ACC_0793,account,7,0,7
ACC_0794,account,11,0,10
ACC_0795,account,8,0,4
ACC_0796,account,6,0,4
ACC_0797,account,8,0,8
ACC_0798,account,5,0,4
ACC_0799,account,15,0,13
ACC_0800,account,6,0,6
ACC_0801,account,9,0,9
ACC_0802,account,8,0,7
ACC_0803,account,7,0,6
ACC_0804,account,11,0,8
ACC_0805,account,10,0,8
ACC_0806,account,11,0,10
ACC_0807,account,8,0,7
ACC_0808,account,4,0,3
ACC_0809,account,6,0,6
ACC_0810,account,7,0,5
ACC_0811,account,9,0,9
ACC_0812,account,4,0,3
ACC_0813,account,5,0,3
ACC_0814,account,6,0,5
ACC_0815,account,5,0,5
ACC_0816,account,4,0,3
ACC_0817,account,11,0,9
ACC_0818,account,9,0,7
ACC_0819,account,4,0,4
ACC_0820,account,13,0,11
ACC_0821,account,6,0,3
ACC_0822,account,5,0,4
ACC_0823,account,14,0,11
ACC_0824,account,11,0,9
ACC_0825,account,8,0,8
ACC_0826,account,9,0,9
ACC_0827,account,4,0,4
ACC_0828,account,5,0,4
ACC_0829,account,7,0,6
ACC_0830,account,8,0,4
ACC_0831,account,8,0,6
ACC_0832,account,6,0,5
ACC_0833,account,13,0,11
ACC_0834,account,5,0,3
ACC_0835,account,7,0,7
ACC_0836,account,8,0,7
ACC_0837,account,4,0,4
ACC_0838,account,11,0,8
ACC_0839,account,8,0,7
ACC_0840,account,6,0,6
ACC_0841,account,9,0,9
ACC_0842,account,7,0,6
ACC_0843,account,5,0,4
ACC_0844,account,5,0,4
ACC_0845,account,4,0,4
ACC_0846,account,6,0,5
ACC_0847,account,6,0,6
ACC_0848,account,7,0,5
ACC_0849,account,5,0,5
ACC_0850,account,4,0,4
ACC_0851,account,7,0,6
ACC_0852,account,7,0,5
ACC_0853,account,9,0,8
ACC_0854,account,12,0,10
ACC_0855,account,7,0,5
ACC_0856,account,13,0,11
ACC_0857,account,6,0,6
ACC_0858,account,5,0,3
ACC_0859,account,11,0,8
ACC_0860,account,9,0,9
ACC_0861,account,5,0,3
ACC_0862,account,8,0,5
ACC_0863,account,7,0,6
ACC_0864,account,11,0,6
ACC_0865,account,12,0,10
ACC_0866,account,16,0,13
ACC_0867,account,13,0,9
ACC_0868,account,7,0,7
ACC_0869,account,8,0,7
ACC_0870,account,6,0,4
ACC_0871,account,6,0,5
ACC_0872,account,14,0,9
ACC_0873,account,6,0,6
ACC_0874,account,6,0,4
ACC_0875,account,5,0,4
ACC_0876,account,5,0,5
ACC_0877,account,8,0,5
ACC_0878,account,9,0,6
ACC_0879,account,11,0,9
ACC_0880,account,6,0,5
ACC_0881,account,6,0,5
ACC_0882,account,9,0,8
ACC_0883,account,4,0,4
ACC_0884,account,10,0,8
ACC_0885,account,9,0,9
ACC_0886,account,7,0,6
ACC_0887,account,8,0,7
ACC_0888,account,13,0,12
ACC_0889,account,10,0,9
ACC_0890,account,10,0,7
ACC_0891,account,9,0,8
ACC_0892,account,6,0,4
ACC_0893,account,7,0,5
ACC_0894,account,7,0,6
ACC_0895,account,5,0,5
ACC_0896,account,4,0,3
ACC_0897,account,11,0,9
ACC_0898,account,7,0,7
ACC_0899,account,15,0,13
ACC_0900,account,7,0,6
ACC_0901,account,6,0,6
ACC_0902,account,4,0,4
ACC_0903,account,8,0,4
ACC_0904,account,7,0,6
ACC_0905,account,9,0,8
ACC_0906,account,10,0,9
ACC_0907,account,8,0,7
ACC_0908,account,9,0,9
ACC_0909,account,8,0,6
ACC_0910,account,11,0,8
ACC_0911,account,9,0,9
ACC_0912,account,10,0,9
ACC_0913,account,3,0,3
ACC_0914,account,7,0,6
ACC_0915,account,5,0,2
ACC_0916,account,10,0,7
ACC_0917,account,10,0,9
ACC_0918,account,13,0,13
ACC_0919,account,6,0,3
ACC_0920,account,7,0,7
ACC_0921,account,3,0,3
ACC_0922,account,11,0,9
ACC_0923,account,8,0,6
ACC_0924,account,7,0,7
ACC_0925,account,11,0,10
ACC_0926,account,8,0,7
ACC_0927,account,12,0,8
ACC_0928,account,14,0,11
ACC_0929,account,4,0,3
ACC_0930,account,4,0,4
