event_id,event_title,timestamp,location_id,case_id
EVT_0076,Raid/Meeting Event #076,2024-05-04T06:18:07Z,LOC_0031,CASE_0143
EVT_0077,Raid/Meeting Event #077,2023-07-14T13:55:53Z,LOC_0055,CASE_0120
EVT_0078,Raid/Meeting Event #078,2025-01-28T10:24:27Z,LOC_0044,CASE_0027
EVT_0079,Raid/Meeting Event #079,2023-04-03T04:52:22Z,LOC_0014,CASE_0124
EVT_0080,Raid/Meeting Event #080,2024-01-29T05:32:49Z,LOC_0074,CASE_0066
EVT_0081,Raid/Meeting Event #081,2024-12-31T22:16:03Z,LOC_0147,CASE_0177
EVT_0082,Raid/Meeting Event #082,2023-12-26T15:06:47Z,LOC_0146,CASE_0028
EVT_0083,Raid/Meeting Event #083,2025-12-10T16:43:59Z,LOC_0019,CASE_0121
EVT_0084,Raid/Meeting Event #084,2023-07-13T23:38:48Z,LOC_0125,CASE_0241
EVT_0085,Raid/Meeting Event #085,2024-01-26T13:46:50Z,LOC_0003,CASE_0008
EVT_0086,Raid/Meeting Event #086,2023-11-08T07:48:00Z,LOC_0066,CASE_0092
EVT_0087,Raid/Meeting Event #087,2024-09-04T19:27:07Z,LOC_0136,CASE_0174
EVT_0088,Raid/Meeting Event #088,2025-02-22T03:08:16Z,LOC_0071,CASE_0235
EVT_0089,Raid/Meeting Event #089,2025-04-03T06:14:21Z,LOC_0102,CASE_0085
EVT_0090,Raid/Meeting Event #090,2025-11-13T08:18:45Z,LOC_0125,CASE_0194
EVT_0091,Raid/Meeting Event #091,2023-11-20T06:48:23Z,LOC_0123,CASE_0076
EVT_0092,Raid/Meeting Event #092,2026-04-27T19:50:12Z,LOC_0072,CASE_0154
EVT_0093,Raid/Meeting Event #093,2024-08-10T18:18:17Z,LOC_0104,CASE_0097
EVT_0094,Raid/Meeting Event #094,2023-01-08T15:08:07Z,LOC_0114,CASE_0035
EVT_0095,Raid/Meeting Event #095,2023-12-07T09:27:27Z,LOC_0101,CASE_0097
EVT_0096,Raid/Meeting Event #096,2026-02-07T09:52:40Z,LOC_0015,CASE_0197
EVT_0097,Raid/Meeting Event #097,2024-03-29T21:25:35Z,LOC_0121,CASE_0068
EVT_0098,Raid/Meeting Event #098,2023-06-10T20:08:09Z,LOC_0038,CASE_0002
EVT_0099,Raid/Meeting Event #099,2025-05-17T08:00:36Z,LOC_0028,CASE_0140
EVT_0100,Raid/Meeting Event #100,2023-01-03T10:36:45Z,LOC_0050,CASE_0112
EVT_0101,Raid/Meeting Event #101,2025-03-13T18:08:05Z,LOC_0054,CASE_0129
EVT_0102,Raid/Meeting Event #102,2025-09-20T06:50:55Z,LOC_0040,CASE_0092
EVT_0103,Raid/Meeting Event #103,2026-07-29T04:42:07Z,LOC_0034,CASE_0203
EVT_0104,Raid/Meeting Event #104,2025-04-08T17:30:59Z,LOC_0150,CASE_0161
EVT_0105,Raid/Meeting Event #105,2024-03-14T03:11:06Z,LOC_0002,CASE_0079
EVT_0106,Raid/Meeting Event #106,2023-12-02T11:00:50Z,LOC_0149,CASE_0064
EVT_0107,Raid/Meeting Event #107,2026-04-16T22:10:53Z,LOC_0094,CASE_0030
EVT_0108,Raid/Meeting Event #108,2024-09-16T17:22:50Z,LOC_0005,CASE_0036
EVT_0109,Raid/Meeting Event #109,2024-09-07T01:06:25Z,LOC_0085,CASE_0124
EVT_0110,Raid/Meeting Event #110,2024-11-16T07:31:17Z,LOC_0096,CASE_0034
EVT_0111,Raid/Meeting Event #111,2025-12-07T18:51:38Z,LOC_0111,CASE_0108
EVT_0112,Raid/Meeting Event #112,2025-05-20T22:07:33Z,LOC_0075,CASE_0243
EVT_0113,Raid/Meeting Event #113,2025-05-18T06:01:52Z,LOC_0014,CASE_0056
EVT_0114,Raid/Meeting Event #114,2025-11-01T06:39:40Z,LOC_0026,CASE_0110
EVT_0115,Raid/Meeting Event #115,2023-11-01T22:32:28Z,LOC_0103,CASE_0121
EVT_0116,Raid/Meeting Event #116,2025-03-23T19:47:31Z,LOC_0018,CASE_0118
EVT_0117,Raid/Meeting Event #117,2024-05-04T11:44:20Z,LOC_0039,CASE_0067
EVT_0118,Raid/Meeting Event #118,2026-07-19T22:15:08Z,LOC_0142,CASE_0018
EVT_0119,Raid/Meeting Event #119,2024-01-22T00:30:34Z,LOC_0087,CASE_0063
EVT_0120,Raid/Meeting Event #120,2025-01-27T06:44:51Z,LOC_0099,CASE_0227
EVT_0121,Raid/Meeting Event #121,2024-02-20T18:02:28Z,LOC_0041,CASE_0157
EVT_0122,Raid/Meeting Event #122,2026-07-13T07:18:15Z,LOC_0132,CASE_0059
EVT_0123,Raid/Meeting Event #123,2026-03-20T04:43:13Z,LOC_0057,CASE_0003
EVT_0124,Raid/Meeting Event #124,2023-11-21T23:16:28Z,LOC_0092,CASE_0062
EVT_0125,Raid/Meeting Event #125,2025-07-20T03:49:58Z,LOC_0094,CASE_0035
EVT_0126,Raid/Meeting Event #126,2026-02-24T07:44:10Z,LOC_0102,CASE_0011
EVT_0127,Raid/Meeting Event #127,2025-03-21T18:32:12Z,LOC_0138,CASE_0089
EVT_0128,Raid/Meeting Event #128,2023-10-20T08:49:44Z,LOC_0047,CASE_0154
EVT_0129,Raid/Meeting Event #129,2026-06-05T18:11:09Z,LOC_0144,CASE_0215
EVT_0130,Raid/Meeting Event #130,2024-12-27T23:52:54Z,LOC_0061,CASE_0075
EVT_0131,Raid/Meeting Event #131,2025-12-30T21:26:48Z,LOC_0008,CASE_0024
EVT_0132,Raid/Meeting Event #132,2023-05-11T14:59:57Z,LOC_0066,CASE_0159
EVT_0133,Raid/Meeting Event #133,2026-06-11T19:03:31Z,LOC_0126,CASE_0214
EVT_0134,Raid/Meeting Event #134,2026-01-23T04:23:05Z,LOC_0078,CASE_0117
EVT_0135,Raid/Meeting Event #135,2024-05-26T03:37:02Z,LOC_0070,CASE_0187
EVT_0136,Raid/Meeting Event #136,2025-01-30T07:48:00Z,LOC_0052,CASE_0173
EVT_0137,Raid/Meeting Event #137,2025-10-13T06:28:20Z,LOC_0116,CASE_0220
EVT_0138,Raid/Meeting Event #138,2024-12-20T13:49:04Z,LOC_0010,CASE_0071
EVT_0139,Raid/Meeting Event #139,2026-03-27T22:35:05Z,LOC_0011,CASE_0148
EVT_0140,Raid/Meeting Event #140,2024-10-09T19:17:50Z,LOC_0118,CASE_0137
EVT_0141,Raid/Meeting Event #141,2023-04-16T09:42:40Z,LOC_0080,CASE_0094
EVT_0142,Raid/Meeting Event #142,2026-07-02T07:12:42Z,LOC_0100,CASE_0221
EVT_0143,Raid/Meeting Event #143,2024-06-06T13:36:10Z,LOC_0148,CASE_0123
EVT_0144,Raid/Meeting Event #144,2024-12-01T04:03:03Z,LOC_0060,CASE_0157
EVT_0145,Raid/Meeting Event #145,2024-08-20T23:49:43Z,LOC_0025,CASE_0200
EVT_0146,Raid/Meeting Event #146,2023-02-18T15:39:34Z,LOC_0052,CASE_0198
EVT_0147,Raid/Meeting Event #147,2025-12-03T11:27:33Z,LOC_0065,CASE_0006
EVT_0148,Raid/Meeting Event #148,2024-06-17T00:33:19Z,LOC_0121,CASE_0053
EVT_0149,Raid/Meeting Event #149,2024-09-15T15:43:51Z,LOC_0139,CASE_0232
EVT_0150,Raid/Meeting Event #150,2026-02-06T22:19:02Z,LOC_0149,CASE_0025
EVT_0151,Raid/Meeting Event #151,2023-03-21T12:04:15Z,LOC_0133,CASE_0222
EVT_0152,Raid/Meeting Event #152,2026-03-04T14:07:12Z,LOC_0006,CASE_0076
EVT_0153,Raid/Meeting Event #153,2026-06-12T20:20:09Z,LOC_0029,CASE_0181
EVT_0154,Raid/Meeting Event #154,2025-11-13T16:30:39Z,LOC_0128,CASE_0248
EVT_0155,Raid/Meeting Event #155,2024-05-02T10:14:44Z,LOC_0110,CASE_0160
EVT_0156,Raid/Meeting Event #156,2025-09-19T20:23:21Z,LOC_0072,CASE_0228
EVT_0157,Raid/Meeting Event #157,2023-11-30T08:00:37Z,LOC_0009,CASE_0122
EVT_0158,Raid/Meeting Event #158,2026-01-13T05:50:20Z,LOC_0042,CASE_0207
EVT_0159,Raid/Meeting Event #159,2023-06-11T16:10:32Z,LOC_0129,CASE_0170
EVT_0160,Raid/Meeting Event #160,2026-05-16T20:52:35Z,LOC_0130,CASE_0117
EVT_0161,Raid/Meeting Event #161,2025-10-25T00:02:05Z,LOC_0117,CASE_0206
EVT_0162,Raid/Meeting Event #162,2023-04-17T04:26:18Z,LOC_0109,CASE_0244
EVT_0163,Raid/Meeting Event #163,2025-06-14T01:18:07Z,LOC_0026,CASE_0100
EVT_0164,Raid/Meeting Event #164,2024-05-12T12:42:20Z,LOC_0130,CASE_0119
EVT_0165,Raid/Meeting Event #165,2023-10-09T05:35:30Z,LOC_0060,CASE_0106
EVT_0166,Raid/Meeting Event #166,2024-01-20T02:02:16Z,LOC_0079,CASE_0196
EVT_0167,Raid/Meeting Event #167,2023-04-19T23:10:13Z,LOC_0031,CASE_0009
EVT_0168,Raid/Meeting Event #168,2024-02-14T15:05:12Z,LOC_0138,CASE_0220
EVT_0169,Raid/Meeting Event #169,2024-05-30T10:54:35Z,LOC_0113,CASE_0143
EVT_0170,Raid/Meeting Event #170,2026-01-13T23:14:20Z,LOC_0108,CASE_0116
EVT_0171,Raid/Meeting Event #171,2023-06-21T11:07:53Z,LOC_0038,CASE_0099
EVT_0172,Raid/Meeting Event #172,2024-05-24T01:14:08Z,LOC_0123,CASE_0178
EVT_0173,Raid/Meeting Event #173,2023-09-06T06:15:37Z,LOC_0141,CASE_0213
EVT_0174,Raid/Meeting Event #174,2023-04-14T13:51:22Z,LOC_0142,CASE_0249
EVT_0175,Raid/Meeting Event #175,2023-08-12T00:42:05Z,LOC_0031,CASE_0043
EVT_0176,Raid/Meeting Event #176,2025-02-01T00:48:22Z,LOC_0144,CASE_0160
EVT_0177,Raid/Meeting Event #177,2025-09-23T06:49:13Z,LOC_0137,CASE_0131
EVT_0178,Raid/Meeting Event #178,2024-07-24T03:55:34Z,LOC_0043,CASE_0067
EVT_0179,Raid/Meeting Event #179,2025-06-16T00:58:21Z,LOC_0150,CASE_0017
EVT_0180,Raid/Meeting Event #180,2025-08-28T03:48:57Z,LOC_0104,CASE_0007
EVT_0181,Raid/Meeting Event #181,2025-09-18T08:55:16Z,LOC_0136,CASE_0075
EVT_0182,Raid/Meeting Event #182,2023-06-05T05:18:33Z,LOC_0090,CASE_0174
EVT_0183,Raid/Meeting Event #183,2025-05-20T07:58:55Z,LOC_0086,CASE_0225
EVT_0184,Raid/Meeting Event #184,2024-07-25T12:40:26Z,LOC_0050,CASE_0120
EVT_0185,Raid/Meeting Event #185,2026-01-13T00:20:30Z,LOC_0059,CASE_0016
EVT_0186,Raid/Meeting Event #186,2026-01-01T23:27:03Z,LOC_0072,CASE_0055
EVT_0187,Raid/Meeting Event #187,2024-12-08T22:57:44Z,LOC_0107,CASE_0053
EVT_0188,Raid/Meeting Event #188,2023-07-12T14:15:29Z,LOC_0136,CASE_0083
EVT_0189,Raid/Meeting Event #189,2024-07-26T07:19:21Z,LOC_0145,CASE_0104
EVT_0190,Raid/Meeting Event #190,2025-02-06T10:21:45Z,LOC_0006,CASE_0127
EVT_0191,Raid/Meeting Event #191,2026-06-30T06:44:20Z,LOC_0032,CASE_0112
EVT_0192,Raid/Meeting Event #192,2026-03-13T05:19:44Z,LOC_0066,CASE_0066
EVT_0193,Raid/Meeting Event #193,2025-04-30T09:54:56Z,LOC_0025,CASE_0070
EVT_0194,Raid/Meeting Event #194,2026-03-10T16:07:23Z,LOC_0079,CASE_0001
EVT_0195,Raid/Meeting Event #195,2023-01-08T10:08:04Z,LOC_0016,CASE_0192
EVT_0196,Raid/Meeting Event #196,2026-02-14T14:15:42Z,LOC_0070,CASE_0010
EVT_0197,Raid/Meeting Event #197,2026-05-03T10:27:30Z,LOC_0114,CASE_0095
EVT_0198,Raid/Meeting Event #198,2024-09-29T08:59:55Z,LOC_0012,CASE_0039
EVT_0199,Raid/Meeting Event #199,2024-01-06T09:45:04Z,LOC_0032,CASE_0014
EVT_0200,Raid/Meeting Event #200,2026-02-02T17:02:54Z,LOC_0109,CASE_0080
EVT_0201,Raid/Meeting Event #201,2026-04-19T16:48:07Z,LOC_0011,CASE_0114
EVT_0202,Raid/Meeting Event #202,2026-04-09T04:22:14Z,LOC_0125,CASE_0041
EVT_0203,Raid/Meeting Event #203,2025-06-26T16:44:26Z,LOC_0106,CASE_0135
EVT_0204,Raid/Meeting Event #204,2026-02-24T10:59:00Z,LOC_0042,CASE_0046
EVT_0205,Raid/Meeting Event #205,2026-02-12T15:20:34Z,LOC_0144,CASE_0129
EVT_0206,Raid/Meeting Event #206,2025-10-24T22:49:34Z,LOC_0085,CASE_0192
EVT_0207,Raid/Meeting Event #207,2026-05-15T08:59:29Z,LOC_0079,CASE_0040
EVT_0208,Raid/Meeting Event #208,2024-12-05T09:55:12Z,LOC_0053,CASE_0191
EVT_0209,Raid/Meeting Event #209,2024-02-20T08:34:16Z,LOC_0067,CASE_0151
EVT_0210,Raid/Meeting Event #210,2026-01-09T18:46:28Z,LOC_0125,CASE_0148
EVT_0211,Raid/Meeting Event #211,2026-07-02T05:26:49Z,LOC_0039,CASE_0230
EVT_0212,Raid/Meeting Event #212,2024-08-05T06:49:22Z,LOC_0030,CASE_0205
EVT_0213,Raid/Meeting Event #213,2025-09-24T10:20:52Z,LOC_0123,CASE_0177
EVT_0214,Raid/Meeting Event #214,2023-10-30T18:37:45Z,LOC_0106,CASE_0105
EVT_0215,Raid/Meeting Event #215,2025-09-07T07:58:55Z,LOC_0083,CASE_0071
EVT_0216,Raid/Meeting Event #216,2024-11-22T20:03:15Z,LOC_0094,CASE_0131
EVT_0217,Raid/Meeting Event #217,2026-07-22T09:19:41Z,LOC_0119,CASE_0215
EVT_0218,Raid/Meeting Event #218,2025-05-20T09:12:28Z,LOC_0063,CASE_0245
EVT_0219,Raid/Meeting Event #219,2025-11-01T21:02:17Z,LOC_0124,CASE_0233
EVT_0220,Raid/Meeting Event #220,2023-04-14T23:12:42Z,LOC_0016,CASE_0215
EVT_0221,Raid/Meeting Event #221,2025-12-24T17:38:26Z,LOC_0083,CASE_0049
EVT_0222,Raid/Meeting Event #222,2025-06-30T19:47:52Z,LOC_0037,CASE_0091
EVT_0223,Raid/Meeting Event #223,2025-10-02T22:45:52Z,LOC_0015,CASE_0204
EVT_0224,Raid/Meeting Event #224,2024-10-30T05:41:12Z,LOC_0127,CASE_0118
EVT_0225,Raid/Meeting Event #225,2023-07-06T23:48:01Z,LOC_0143,CASE_0083
EVT_0226,Raid/Meeting Event #226,2023-10-30T23:36:01Z,LOC_0103,CASE_0001
EVT_0227,Raid/Meeting Event #227,2026-04-07T19:32:50Z,LOC_0028,CASE_0122
EVT_0228,Raid/Meeting Event #228,2024-03-25T16:26:19Z,LOC_0058,CASE_0180
EVT_0229,Raid/Meeting Event #229,2023-02-01T02:25:19Z,LOC_0066,CASE_0016
EVT_0230,Raid/Meeting Event #230,2023-09-03T03:24:37Z,LOC_0090,CASE_0097
EVT_0231,Raid/Meeting Event #231,2026-05-17T07:10:06Z,LOC_0016,CASE_0012
EVT_0232,Raid/Meeting Event #232,2024-03-31T23:06:43Z,LOC_0031,CASE_0052
EVT_0233,Raid/Meeting Event #233,2023-06-04T17:27:16Z,LOC_0105,CASE_0175
EVT_0234,Raid/Meeting Event #234,2024-09-08T11:29:00Z,LOC_0127,CASE_0120
EVT_0235,Raid/Meeting Event #235,2024-07-01T00:04:57Z,LOC_0038,CASE_0123
EVT_0236,Raid/Meeting Event #236,2026-04-21T02:42:01Z,LOC_0001,CASE_0113
EVT_0237,Raid/Meeting Event #237,2023-06-21T15:42:28Z,LOC_0040,CASE_0226
EVT_0238,Raid/Meeting Event #238,2024-11-26T18:11:48Z,LOC_0148,CASE_0181
EVT_0239,Raid/Meeting Event #239,2026-02-15T18:06:43Z,LOC_0120,CASE_0027
EVT_0240,Raid/Meeting Event #240,2024-11-13T02:02:06Z,LOC_0111,CASE_0055
EVT_0241,Raid/Meeting Event #241,2026-02-25T13:15:53Z,LOC_0084,CASE_0003
EVT_0242,Raid/Meeting Event #242,2024-09-29T14:07:10Z,LOC_0076,CASE_0046
EVT_0243,Raid/Meeting Event #243,2025-12-17T15:58:12Z,LOC_0118,CASE_0041
EVT_0244,Raid/Meeting Event #244,2025-06-03T15:22:28Z,LOC_0007,CASE_0177
EVT_0245,Raid/Meeting Event #245,2024-04-01T21:11:37Z,LOC_0054,CASE_0132
EVT_0246,Raid/Meeting Event #246,2025-04-30T21:53:58Z,LOC_0026,CASE_0125
EVT_0247,Raid/Meeting Event #247,2026-01-22T09:03:38Z,LOC_0105,CASE_0119
EVT_0248,Raid/Meeting Event #248,2024-09-09T17:04:00Z,LOC_0035,CASE_0239
EVT_0249,Raid/Meeting Event #249,2023-09-18T21:37:47Z,LOC_0113,CASE_0009
EVT_0250,Raid/Meeting Event #250,2023-08-12T10:37:00Z,LOC_0090,CASE_0080
EVT_0251,Raid/Meeting Event #251,2024-01-19T00:58:13Z,LOC_0019,CASE_0102
EVT_0252,Raid/Meeting Event #252,2025-09-21T17:57:49Z,LOC_0060,CASE_0148
EVT_0253,Raid/Meeting Event #253,2023-04-14T16:27:01Z,LOC_0082,CASE_0131
EVT_0254,Raid/Meeting Event #254,2024-04-24T23:37:56Z,LOC_0108,CASE_0070
EVT_0255,Raid/Meeting Event #255,2025-01-19T12:36:49Z,LOC_0033,CASE_0086
EVT_0256,Raid/Meeting Event #256,2024-10-12T04:21:57Z,LOC_0014,CASE_0212
EVT_0257,Raid/Meeting Event #257,2024-03-15T06:02:51Z,LOC_0099,CASE_0207
EVT_0258,Raid/Meeting Event #258,2024-12-27T01:40:44Z,LOC_0132,CASE_0041
EVT_0259,Raid/Meeting Event #259,2025-10-11T23:27:38Z,LOC_0012,CASE_0175
EVT_0260,Raid/Meeting Event #260,2023-11-14T03:48:01Z,LOC_0112,CASE_0159
EVT_0261,Raid/Meeting Event #261,2023-02-03T07:26:04Z,LOC_0101,CASE_0178
EVT_0262,Raid/Meeting Event #262,2023-06-16T23:52:02Z,LOC_0082,CASE_0182
EVT_0263,Raid/Meeting Event #263,2026-05-20T19:51:00Z,LOC_0090,CASE_0009
EVT_0264,Raid/Meeting Event #264,2025-10-27T03:02:20Z,LOC_0048,CASE_0101
EVT_0265,Raid/Meeting Event #265,2023-04-11T10:57:14Z,LOC_0061,CASE_0066
EVT_0266,Raid/Meeting Event #266,2023-02-15T20:16:34Z,LOC_0121,CASE_0058
EVT_0267,Raid/Meeting Event #267,2023-05-26T09:32:13Z,LOC_0035,CASE_0040
EVT_0268,Raid/Meeting Event #268,2026-05-16T19:48:17Z,LOC_0015,CASE_0209
EVT_0269,Raid/Meeting Event #269,2026-06-18T09:55:11Z,LOC_0111,CASE_0099
EVT_0270,Raid/Meeting Event #270,2024-11-13T01:04:00Z,LOC_0112,CASE_0104
EVT_0271,Raid/Meeting Event #271,2024-05-16T17:15:19Z,LOC_0074,CASE_0168
EVT_0272,Raid/Meeting Event #272,2023-01-07T14:37:24Z,LOC_0084,CASE_0060
EVT_0273,Raid/Meeting Event #273,2026-02-17T03:43:34Z,LOC_0046,CASE_0072
EVT_0274,Raid/Meeting Event #274,2023-09-01T12:53:32Z,LOC_0030,CASE_0178
EVT_0275,Raid/Meeting Event #275,2024-10-01T19:45:38Z,LOC_0145,CASE_0072
EVT_0276,Raid/Meeting Event #276,2023-12-10T16:58:16Z,LOC_0086,CASE_0058
EVT_0277,Raid/Meeting Event #277,2025-12-25T09:26:08Z,LOC_0043,CASE_0242
EVT_0278,Raid/Meeting Event #278,2025-02-16T14:56:26Z,LOC_0112,CASE_0234
EVT_0279,Raid/Meeting Event #279,2023-04-24T20:01:31Z,LOC_0120,CASE_0141
EVT_0280,Raid/Meeting Event #280,2025-10-30T20:44:11Z,LOC_0004,CASE_0094
EVT_0281,Raid/Meeting Event #281,2025-05-10T15:22:56Z,LOC_0018,CASE_0062
EVT_0282,Raid/Meeting Event #282,2025-03-17T16:40:43Z,LOC_0009,CASE_0245
EVT_0283,Raid/Meeting Event #283,2024-06-01T04:34:45Z,LOC_0116,CASE_0058
EVT_0284,Raid/Meeting Event #284,2023-10-18T04:04:12Z,LOC_0030,CASE_0058
